"Kategori [Category]";"Produkt [Product]";"Sorteringsordning för produkter i en kategori [Position]";"Sorteringsordning för en produkts kategorier [PositionCategory]"
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;06x900;460;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;dc-asw-k12;470;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;250050;480;60
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;nrlablock;490;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;nrlablockB;500;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;flexblock;510;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Slippapper_och_slipprodukter;212580000;520;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;300002290;10;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;300003629;20;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;300001986;30;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;300003730;40;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;050801;50;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;300003131;60;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;20-20116;70;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;20-20065;80;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;20-20080;90;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;20-20050;100;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;20-20005;110;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;12167;120;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;300002318;130;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Tillsatsmedel_och_rengoeringsmedel;050090;140;40
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;830492;10;50
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;302239;20;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;2282;30;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;1251;40;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;698060005;50;40
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;840013;60;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;840016;70;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;4016176023497;80;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;830491;90;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;5580;100;9999
Categories/Tillbehoer/Foerberedelse_foer_malning_och_material/Haerdare_och_foertunningsmedel;840015;110;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg;090101;10;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;FLG-G5;10;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;K-5030;20;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;sgk-0012-18;30;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;sgk-0414;40;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10141559;50;30
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10141626;60;30
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10141627;70;30
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10141621;80;20
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10141554;90;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10111809;100;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;17410801;110;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;40000335;120;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10011254;130;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;10011256;140;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;40000336;150;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;12011000;160;30
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;160620;170;20
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;160634;180;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;161914;190;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;161917;200;30
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;389299;210;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;Flexicup10;220;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;sck-22;230;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;kemtexmuki-200;240;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup10;250;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;H27P2mm;260;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;SG03;270;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;DV1-C-000-13-B+;280;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;BK-002;290;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-f;300;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;160603;310;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;300010098;320;30
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;388016;330;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;"""Sagola 1,3mm nål/munstycke""";340;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-s1;350;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;Flexicup-c;360;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;Flexicup-a;370;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;250105;380;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup;390;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;GTIPRO;400;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;300000464;410;50
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;gunholder-1;420;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;gunholder-2;430;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;spraygunholder;440;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;detailgun;450;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;250103;460;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;k-5040;470;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-c;480;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-eqcc;490;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-a;500;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-e;510;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-s2;520;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicup-b;530;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;GFC-501;540;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;210901;550;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;GFC-501-1;560;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;13.3801;570;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;gtiprolite;580;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;flexicupmini;590;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;090750WH;600;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Sprutpistoler_och_tillbehoer;59501550201;610;10
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;259010;10;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;KT-98506-008;20;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;250013;30;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;2338;40;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;212580000;50;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;389299;60;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;SARMF5;70;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;02M02.019.0050;80;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;300008716;90;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;nrlablockB;100;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;nrlablock;110;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;flexicup10;120;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;kemtexmuki-200;130;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;593010030;140;40
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;CP015;150;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;cp015-1;160;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;220623;170;50
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;220333;180;50
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;220317;190;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;250305;200;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;250050;210;50
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;300006267;220;60
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;250503;230;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;13.3801;240;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;dc-asw-k12;250;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;150220;260;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;Bonus_300008716;270;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;Bonus_250501;280;9999
Categories/Tillbehoer/Malarverktyg_och_verktyg/Verktyg_och_tillbehoer;Bonus_389299;290;9999
